Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,snapshot_date
25,Shaedon Sharpe,22,POR,SG,40,34,1199,325,716,0.454,81,242,0.335,244,474,0.515,0.51,139,179,0.777,47,134,181,105,59,5,120,82,870,0,NA,2026-01-21
26,Scottie Barnes,24,TOR,PF,44,44,1524,340,674,0.504,45,141,0.319,295,533,0.553,0.538,143,174,0.822,94,268,362,243,57,59,115,124,868,2,NA,2026-01-21
27,Kawhi Leonard,34,LAC,SF,30,30,1013,292,587,0.497,87,218,0.399,205,369,0.556,0.572,176,187,0.941,27,161,188,104,67,19,64,41,847,0,NA,2026-01-21
28,Michael Porter Jr.,27,BRK,SF,33,33,1095,301,620,0.485,125,314,0.398,176,306,0.575,0.586,120,142,0.845,44,201,245,107,35,7,85,69,847,0,NA,2026-01-21
29,DeMar DeRozan,36,SAC,PF,44,44,1477,300,591,0.508,34,94,0.362,266,497,0.535,0.536,205,233,0.88,23,123,146,176,62,11,50,94,839,0,NA,2026-01-21
30,Karl-Anthony Towns,30,NYK,C,40,40,1293,273,585,0.467,68,190,0.358,205,395,0.519,0.525,225,262,0.859,121,344,465,118,37,27,106,146,839,0,NA,2026-01-21
31,Miles Bridges,27,CHO,PF,42,42,1388,283,634,0.446,96,285,0.337,187,349,0.536,0.522,140,165,0.848,43,224,267,150,21,21,61,75,802,0,NA,2026-01-21
32,Kon Knueppel,20,CHO,SF,42,41,1358,278,570,0.488,143,329,0.435,135,241,0.56,0.613,101,113,0.894,46,175,221,149,28,10,93,98,800,0,NA,2026-01-21
33,Giannis Antetokounmpo,31,MIL,PF,28,28,813,302,468,0.645,15,38,0.395,287,430,0.667,0.661,179,276,0.649,81,193,274,154,26,22,93,75,798,0,NA,2026-01-21
34,Desmond Bane,27,ORL,SG,42,42,1423,288,642,0.449,69,207,0.333,219,435,0.503,0.502,147,158,0.93,56,134,190,189,34,23,94,126,792,0,NA,2026-01-21
35,Dillon Brooks,30,PHO,SF,38,38,1169,284,644,0.441,94,271,0.347,190,373,0.509,0.514,116,136,0.853,26,104,130,64,41,4,73,131,778,0,NA,2026-01-21
36,Cooper Flagg,19,DAL,SF,41,41,1391,294,615,0.478,40,140,0.286,254,475,0.535,0.511,142,176,0.807,46,211,257,170,52,32,91,93,770,0,NA,2026-01-21
37,Jimmy Butler,36,GSW,SF,38,38,1182,240,462,0.519,32,85,0.376,208,377,0.552,0.554,248,287,0.864,88,123,211,185,55,8,60,46,760,0,NA,2026-01-21
38,Amen Thompson,23,HOU,PG,41,41,1524,293,572,0.512,16,82,0.195,277,490,0.565,0.526,157,197,0.797,115,202,317,209,54,23,105,96,759,0,NA,2026-01-21
39,CJ McCollum,34,2TM,PG,40,36,1213,271,606,0.447,101,271,0.373,170,335,0.507,0.531,100,129,0.775,26,112,138,144,27,13,66,82,743,0,NA,2026-01-21
39,CJ McCollum,34,WAS,SG,35,35,1082,240,529,0.454,96,244,0.393,144,285,0.505,0.544,82,102,0.804,23,101,124,126,24,9,58,73,658,0,NA,2026-01-21
39,CJ McCollum,34,ATL,PG,5,1,131,31,77,0.403,5,27,0.185,26,50,0.52,0.435,18,27,0.667,3,11,14,18,3,4,8,9,85,0,NA,2026-01-21
40,Jaren Jackson Jr.,26,MEM,C,39,39,1188,273,567,0.481,66,178,0.371,207,389,0.532,0.54,120,156,0.769,34,181,215,72,36,59,87,148,732,0,NA,2026-01-21
41,Alperen Şengün,23,HOU,C,34,34,1164,285,558,0.511,22,74,0.297,263,484,0.543,0.53,140,198,0.707,98,217,315,218,49,34,113,112,732,1,NA,2026-01-21
42,Victor Wembanyama,22,SAS,C,30,21,861,253,500,0.506,54,142,0.38,199,358,0.556,0.56,172,204,0.843,60,264,324,86,25,76,81,84,732,1,NA,2026-01-21
43,Derrick White,31,BOS,SG,41,41,1401,250,639,0.391,122,377,0.324,128,262,0.489,0.487,105,119,0.882,41,146,187,220,53,63,75,70,727,0,NA,2026-01-21
44,Nikola Vučević,35,CHI,C,42,42,1290,296,583,0.508,73,197,0.371,223,386,0.578,0.57,49,61,0.803,91,293,384,159,28,27,59,82,714,0,NA,2026-01-21
45,Immanuel Quickley,26,TOR,PG,42,42,1363,244,563,0.433,108,300,0.36,136,263,0.517,0.529,113,140,0.807,23,150,173,261,49,5,71,86,709,0,NA,2026-01-21
46,De'Aaron Fox,28,SAS,PG,35,35,1136,261,553,0.472,71,208,0.341,190,345,0.551,0.536,113,142,0.796,25,120,145,209,46,9,87,80,706,0,NA,2026-01-21
47,Onyeka Okongwu,25,ATL,C,43,32,1379,259,541,0.479,83,231,0.359,176,310,0.568,0.555,91,117,0.778,84,257,341,146,51,41,80,151,692,0,NA,2026-01-21
48,Chet Holmgren,23,OKC,PF,38,38,1103,259,449,0.577,53,138,0.384,206,311,0.662,0.636,114,149,0.765,69,253,322,60,22,76,65,105,685,0,NA,2026-01-21
49,Mikal Bridges,29,NYK,SF,43,43,1501,274,545,0.503,98,245,0.4,176,300,0.587,0.593,37,47,0.787,50,143,193,179,69,38,45,83,683,0,NA,2026-01-21
50,Payton Pritchard,28,BOS,PG,41,41,1339,254,565,0.45,102,301,0.339,152,264,0.576,0.54,71,82,0.866,41,140,181,218,35,5,46,62,681,0,NA,2026-01-21
51,Ryan Rollins,23,MIL,PG,42,37,1326,259,560,0.463,94,240,0.392,165,320,0.516,0.546,67,88,0.761,35,155,190,230,62,18,96,121,679,0,NA,2026-01-21
52,Russell Westbrook,37,SAC,SF,44,38,1306,250,568,0.44,89,250,0.356,161,318,0.506,0.518,89,130,0.685,65,207,272,306,61,8,150,111,678,4,NA,2026-01-21
53,Evan Mobley,24,CLE,PF,38,36,1262,259,501,0.517,46,141,0.326,213,360,0.592,0.563,112,176,0.636,89,236,325,158,37,72,83,97,676,0,NA,2026-01-21
54,Paolo Banchero,23,ORL,PF,32,32,1085,228,504,0.452,32,119,0.269,196,385,0.509,0.484,181,238,0.761,33,248,281,160,22,22,92,69,669,2,NA,2026-01-21
55,Anthony Black,22,ORL,PG,42,22,1284,241,516,0.467,68,190,0.358,173,326,0.531,0.533,118,162,0.728,32,140,172,170,54,27,102,114,668,0,NA,2026-01-21
56,LaMelo Ball,24,CHO,PG,33,31,906,230,556,0.414,113,305,0.37,117,251,0.466,0.515,84,95,0.884,31,135,166,250,39,7,106,89,657,1,NA,2026-01-21
57,Zion Williamson,25,NOP,PF,29,22,849,242,414,0.585,0,3,0,242,411,0.589,0.585,169,238,0.71,64,103,167,102,34,17,70,69,653,0,NA,2026-01-21
58,Matas Buzelis,21,CHI,PF,43,43,1198,233,486,0.479,79,224,0.353,154,262,0.588,0.561,99,128,0.773,48,173,221,80,31,62,73,109,644,0,NA,2026-01-21
59,Naz Reid,26,MIN,C,44,2,1153,238,507,0.469,107,276,0.388,131,231,0.567,0.575,54,69,0.783,51,222,273,106,39,37,67,109,637,0,NA,2026-01-21
60,Andrew Wiggins,30,MIA,SF,40,40,1263,244,522,0.467,77,193,0.399,167,329,0.508,0.541,71,91,0.78,71,124,195,112,46,41,69,96,636,0,NA,2026-01-21
61,Zach LaVine,30,SAC,SG,32,31,1036,223,456,0.489,87,215,0.405,136,241,0.564,0.584,100,115,0.87,6,87,93,74,21,8,64,69,633,0,NA,2026-01-21
62,Jaden McDaniels,25,MIN,PF,42,42,1351,240,468,0.513,58,142,0.408,182,326,0.558,0.575,94,112,0.839,49,142,191,120,47,40,72,144,632,0,NA,2026-01-21
63,Jeremiah Fears,19,NOP,PG,45,43,1194,238,548,0.434,47,145,0.324,191,403,0.474,0.477,104,130,0.8,34,133,167,143,54,11,106,79,627,0,NA,2026-01-21
64,Naji Marshall,28,DAL,SF,44,21,1272,230,426,0.54,39,128,0.305,191,298,0.641,0.586,125,160,0.781,36,170,206,127,48,4,57,87,624,0,NA,2026-01-21
65,Bam Adebayo,28,MIA,C,36,36,1107,224,503,0.445,55,153,0.359,169,350,0.483,0.5,116,151,0.768,68,277,345,102,33,27,63,62,619,0,NA,2026-01-21
66,Jabari Smith Jr.,22,HOU,PF,40,40,1394,223,516,0.432,90,253,0.356,133,263,0.506,0.519,82,111,0.739,63,212,275,70,29,34,53,109,618,0,NA,2026-01-21
67,Austin Reaves,27,LAL,SG,23,22,812,189,373,0.507,62,170,0.365,127,203,0.626,0.59,172,197,0.873,16,104,120,144,22,5,75,52,612,0,NA,2026-01-21
68,Jaime Jaquez Jr.,24,MIA,SF,39,1,1125,247,473,0.522,19,68,0.279,228,405,0.563,0.542,97,131,0.74,51,153,204,184,32,8,87,77,610,0,NA,2026-01-21
69,Jalen Duren,22,DET,C,34,34,963,238,378,0.63,0,0,NA,238,378,0.63,0.63,128,181,0.707,135,230,365,60,31,30,73,107,604,0,NA,2026-01-21
70,VJ Edgecombe,20,PHI,SG,38,38,1359,223,520,0.429,83,222,0.374,140,298,0.47,0.509,72,94,0.766,64,138,202,159,57,20,71,122,601,0,NA,2026-01-21
71,Andrew Nembhard,26,IND,PG,34,34,1084,210,468,0.449,63,172,0.366,147,296,0.497,0.516,117,143,0.818,13,76,89,241,32,5,79,76,600,0,NA,2026-01-21
72,Tim Hardaway Jr.,33,DEN,SG,43,5,1178,196,434,0.452,121,302,0.401,75,132,0.568,0.591,86,96,0.896,8,92,100,60,21,7,19,54,599,0,NA,2026-01-21
73,Stephon Castle,21,SAS,PG,35,35,1079,199,438,0.454,39,139,0.281,160,299,0.535,0.499,156,216,0.722,40,135,175,246,44,10,126,123,593,1,NA,2026-01-21
74,Collin Gillespie,26,PHO,PG,44,25,1237,206,465,0.443,128,303,0.422,78,162,0.481,0.581,49,58,0.845,44,136,180,213,62,12,76,64,589,0,NA,2026-01-21
75,Ajay Mitchell,23,OKC,SG,42,8,1103,214,444,0.482,46,135,0.341,168,309,0.544,0.534,114,130,0.877,29,117,146,155,59,14,66,92,588,0,NA,2026-01-21
76,Anfernee Simons,26,BOS,SG,42,0,1018,209,475,0.44,111,276,0.402,98,199,0.492,0.557,58,65,0.892,21,79,100,103,19,5,47,68,587,0,NA,2026-01-21
77,Peyton Watson,23,DEN,SF,42,32,1247,213,423,0.504,58,144,0.403,155,279,0.556,0.572,103,141,0.73,39,171,210,77,44,44,71,106,587,0,NA,2026-01-21
78,Keldon Johnson,26,SAS,SF,44,0,1048,219,391,0.56,55,134,0.41,164,257,0.638,0.63,91,116,0.784,84,186,270,55,32,5,42,85,584,0,NA,2026-01-21
79,Donte DiVincenzo,29,MIN,SG,44,44,1400,196,473,0.414,134,357,0.375,62,116,0.534,0.556,56,73,0.767,45,157,202,187,58,20,61,109,582,0,NA,2026-01-21
80,Josh Giddey,23,CHI,PG,30,30,984,200,429,0.466,56,145,0.386,144,284,0.507,0.531,121,159,0.761,35,233,268,270,28,11,107,54,577,7,NA,2026-01-21
81,Franz Wagner,24,ORL,SF,26,26,854,198,411,0.482,39,106,0.368,159,305,0.521,0.529,142,172,0.826,41,118,159,93,28,9,47,59,577,0,NA,2026-01-21
82,Santi Aldama,25,MEM,PF,41,9,1147,217,454,0.478,67,192,0.349,150,262,0.573,0.552,72,107,0.673,63,211,274,124,36,29,53,65,573,0,NA,2026-01-21
83,Saddiq Bey,26,NOP,SF,38,30,1135,201,452,0.445,61,189,0.323,140,263,0.532,0.512,110,136,0.809,60,155,215,84,34,2,22,41,573,0,NA,2026-01-21
84,Alex Sarr,20,WAS,C,33,33,918,229,453,0.506,32,92,0.348,197,361,0.546,0.541,79,113,0.699,70,175,245,91,25,71,59,66,569,0,NA,2026-01-21
85,Toumani Camara,25,POR,PF,44,44,1486,201,471,0.427,109,314,0.347,92,157,0.586,0.542,56,79,0.709,76,144,220,115,43,21,89,143,567,0,NA,2026-01-21
86,LeBron James,41,LAL,SF,25,25,830,207,406,0.51,40,120,0.333,167,286,0.584,0.559,108,146,0.74,18,132,150,174,26,17,71,35,562,0,NA,2026-01-21
87,Joel Embiid,31,PHI,C,23,23,682,188,394,0.477,24,92,0.261,164,302,0.543,0.508,157,183,0.858,47,113,160,76,14,26,68,48,557,0,NA,2026-01-21
88,Jerami Grant,31,POR,PF,28,14,834,166,379,0.438,69,175,0.394,97,204,0.475,0.529,156,182,0.857,31,79,110,74,19,18,59,82,557,0,NA,2026-01-21
89,Derik Queen,21,NOP,C,44,32,1146,216,439,0.492,8,42,0.19,208,397,0.524,0.501,116,148,0.784,76,253,329,190,45,41,107,126,556,2,NA,2026-01-21
90,Brandin Podziemski,22,GSW,SG,45,13,1200,196,419,0.468,83,207,0.401,113,212,0.533,0.567,77,104,0.74,29,171,200,145,49,8,62,86,552,0,NA,2026-01-21
91,De'Andre Hunter,28,CLE,SF,39,23,1048,186,437,0.426,66,213,0.31,120,224,0.536,0.501,113,128,0.883,26,146,172,86,25,6,64,101,551,0,NA,2026-01-21
92,Bobby Portis,30,MIL,PF,42,6,979,220,447,0.492,82,173,0.474,138,274,0.504,0.584,29,39,0.744,53,216,269,56,23,7,43,68,551,0,NA,2026-01-21
93,Quentin Grimes,25,PHI,SG,40,7,1248,175,404,0.433,83,234,0.355,92,170,0.541,0.536,117,136,0.86,27,131,158,149,41,18,82,82,550,0,NA,2026-01-21
94,Ivica Zubac,28,LAC,C,37,36,1155,234,387,0.605,0,0,NA,234,387,0.605,0.605,78,108,0.722,129,272,401,87,14,34,73,89,546,0,NA,2026-01-21
95,Noah Clowney,21,BRK,PF,41,35,1171,164,422,0.389,85,268,0.317,79,154,0.513,0.489,128,160,0.8,39,131,170,79,33,34,73,115,541,0,NA,2026-01-21
96,Ayo Dosunmu,26,CHI,SG,37,7,967,200,386,0.518,71,154,0.461,129,232,0.556,0.61,70,81,0.864,23,75,98,132,28,10,43,63,541,0,NA,2026-01-21
97,Cedric Coward,22,MEM,SG,38,25,1011,191,403,0.474,58,172,0.337,133,231,0.576,0.546,91,107,0.85,57,190,247,110,20,13,64,78,531,0,NA,2026-01-21
98,Reed Sheppard,21,HOU,SG,41,4,1026,196,441,0.444,104,254,0.409,92,187,0.492,0.562,35,46,0.761,13,92,105,130,58,22,47,83,531,0,NA,2026-01-21
99,John Collins,28,LAC,PF,40,31,1094,205,369,0.556,55,128,0.43,150,241,0.622,0.63,65,81,0.802,54,140,194,33,35,36,55,108,530,0,NA,2026-01-21
100,Jaylon Tyson,23,CLE,SG,39,24,1068,201,385,0.522,79,167,0.473,122,218,0.56,0.625,46,61,0.754,79,132,211,81,38,19,56,112,527,0,NA,2026-01-21
101,OG Anunoby,28,NYK,PF,33,33,1081,179,396,0.452,63,186,0.339,116,210,0.552,0.532,101,125,0.808,47,135,182,73,57,24,68,85,522,0,NA,2026-01-21
102,Deandre Ayton,27,LAL,C,37,37,1076,237,346,0.685,0,0,NA,237,346,0.685,0.685,42,66,0.636,92,233,325,32,26,36,57,87,516,0,NA,2026-01-21
103,Brandon Miller,23,CHO,SF,26,26,780,181,434,0.417,75,207,0.362,106,227,0.467,0.503,79,95,0.832,28,83,111,89,24,27,67,77,516,0,NA,2026-01-21
104,Max Christie,22,DAL,SG,40,31,1164,175,359,0.487,101,220,0.459,74,139,0.532,0.628,63,74,0.851,9,131,140,87,20,14,44,58,514,0,NA,2026-01-21
105,Julian Champagnie,24,SAS,SF,44,30,1256,164,388,0.423,111,297,0.374,53,91,0.582,0.566,71,86,0.826,44,232,276,64,38,17,45,69,510,0,NA,2026-01-21
106,Kyshawn George,22,WAS,SF,33,33,1031,186,401,0.464,73,183,0.399,113,218,0.518,0.555,65,86,0.756,31,153,184,163,35,29,101,135,510,0,NA,2026-01-21
107,Dyson Daniels,22,ATL,SG,43,43,1464,226,449,0.503,7,64,0.109,219,385,0.569,0.511,50,80,0.625,93,193,286,265,83,20,92,96,509,1,NA,2026-01-21
108,Collin Sexton,27,CHO,SG,34,12,798,171,350,0.489,43,115,0.374,128,235,0.545,0.55,122,140,0.871,16,53,69,139,26,5,78,62,507,0,NA,2026-01-21
109,Kyle Kuzma,30,MIL,PF,40,16,1039,190,380,0.5,37,113,0.327,153,267,0.573,0.549,86,115,0.748,37,144,181,86,26,21,62,91,503,0,NA,2026-01-21
110,Myles Turner,29,MIL,C,41,41,1161,163,387,0.421,92,236,0.39,71,151,0.47,0.54,84,111,0.757,48,171,219,65,26,60,41,108,502,0,NA,2026-01-21
111,Nic Claxton,26,BRK,C,39,38,1160,203,345,0.588,2,12,0.167,201,333,0.604,0.591,93,144,0.646,103,193,296,160,28,53,59,86,501,2,NA,2026-01-21
112,Kel'el Ware,21,MIA,C,43,27,1023,198,367,0.54,51,123,0.415,147,244,0.602,0.609,53,65,0.815,138,282,420,24,37,48,42,69,500,0,NA,2026-01-21
113,Wendell Carter Jr.,26,ORL,C,40,40,1213,176,344,0.512,49,136,0.36,127,208,0.611,0.583,98,128,0.766,95,211,306,86,28,30,52,147,499,0,NA,2026-01-21
114,Klay Thompson,35,DAL,SF,41,8,908,174,446,0.39,122,321,0.38,52,125,0.416,0.527,23,31,0.742,11,89,100,61,18,15,34,41,493,0,NA,2026-01-21
115,Jaylen Wells,22,MEM,SG,41,41,1110,165,409,0.403,70,212,0.33,95,197,0.482,0.489,81,105,0.771,37,105,142,71,35,3,45,82,481,0,NA,2026-01-21
116,Harrison Barnes,33,SAS,PF,44,44,1249,165,379,0.435,83,228,0.364,82,151,0.543,0.545,67,77,0.87,36,97,133,95,33,7,42,58,480,0,NA,2026-01-21
117,Brice Sensabaugh,22,UTA,SF,41,9,858,170,373,0.456,67,204,0.328,103,169,0.609,0.546,73,84,0.869,35,88,123,63,28,5,50,72,480,0,NA,2026-01-21
118,Devin Vassell,25,SAS,SG,32,32,1020,168,398,0.422,85,224,0.379,83,174,0.477,0.529,59,68,0.868,15,114,129,77,29,15,30,65,480,0,NA,2026-01-21
119,Mark Williams,24,PHO,C,39,35,934,184,279,0.659,1,1,1,183,278,0.658,0.661,105,134,0.784,126,198,324,40,41,40,45,91,474,0,NA,2026-01-21
120,Duncan Robinson,31,DET,SF,39,39,1128,158,358,0.441,114,281,0.406,44,77,0.571,0.601,43,57,0.754,14,93,107,73,28,13,26,86,473,0,NA,2026-01-21
121,Cam Spencer,25,MEM,SG,40,10,953,154,322,0.478,91,198,0.46,63,124,0.508,0.62,73,79,0.924,17,90,107,217,29,2,58,62,472,0,NA,2026-01-21
122,Darius Garland,26,CLE,PG,26,26,792,170,377,0.451,59,164,0.36,111,213,0.521,0.529,68,79,0.861,12,51,63,180,21,3,73,48,467,0,NA,2026-01-21
123,Rudy Gobert,33,MIN,C,42,42,1329,191,266,0.718,0,1,0,191,265,0.721,0.718,79,159,0.497,164,313,477,74,29,72,56,119,461,0,NA,2026-01-21
124,Royce O'Neale,32,PHO,SF,44,39,1291,160,371,0.431,128,306,0.418,32,65,0.492,0.604,12,19,0.632,31,190,221,129,51,13,66,96,460,0,NA,2026-01-21
125,Tre Jones,26,CHI,PG,37,20,993,161,295,0.546,20,62,0.323,141,233,0.605,0.58,116,136,0.853,24,86,110,215,49,7,50,52,458,0,NA,2026-01-21
126,Sandro Mamukelashvili,26,TOR,C,43,8,926,175,333,0.526,54,144,0.375,121,189,0.64,0.607,54,72,0.75,65,150,215,82,30,26,34,77,458,0,NA,2026-01-21
127,Moses Moody,23,GSW,SG,43,32,1050,155,363,0.427,94,240,0.392,61,123,0.496,0.556,54,68,0.794,36,95,131,64,39,26,38,84,458,0,NA,2026-01-21
128,Brandon Williams,26,DAL,PG,38,11,838,161,359,0.448,19,97,0.196,142,262,0.542,0.475,117,149,0.785,22,86,108,139,43,9,73,65,458,0,NA,2026-01-21
129,P.J. Washington,27,DAL,PF,31,31,972,170,374,0.455,40,129,0.31,130,245,0.531,0.508,74,108,0.685,43,186,229,58,32,43,67,72,454,0,NA,2026-01-21
130,Donovan Clingan,21,POR,C,40,40,1095,173,322,0.537,36,116,0.31,137,206,0.665,0.593,71,106,0.67,175,260,435,77,18,51,40,96,453,0,NA,2026-01-21
131,RJ Barrett,25,TOR,SF,23,23,698,168,339,0.496,44,124,0.355,124,215,0.577,0.56,71,103,0.689,18,98,116,84,19,4,36,55,451,0,NA,2026-01-21
132,Grayson Allen,30,PHO,SG,27,19,794,147,353,0.416,92,243,0.379,55,110,0.5,0.547,53,63,0.841,18,61,79,102,40,9,44,64,439,0,NA,2026-01-21
133,Jock Landale,30,MEM,C,39,20,889,170,323,0.526,44,111,0.396,126,212,0.594,0.594,55,81,0.679,115,130,245,66,21,20,39,93,439,0,NA,2026-01-21
134,Kevin Huerter,27,CHI,SF,38,10,918,167,362,0.461,62,198,0.313,105,164,0.64,0.547,40,52,0.769,19,122,141,98,31,23,46,76,436,0,NA,2026-01-21
135,Tre Johnson,19,WAS,SG,35,17,866,158,354,0.446,72,184,0.391,86,170,0.506,0.548,46,52,0.885,16,83,99,71,24,11,52,64,434,0,NA,2026-01-21
136,Malik Monk,27,SAC,SG,36,0,793,156,356,0.438,69,167,0.413,87,189,0.46,0.535,53,62,0.855,11,61,72,86,24,13,49,59,434,0,NA,2026-01-21
137,Jarrett Allen,27,CLE,C,32,32,855,170,286,0.594,1,7,0.143,169,279,0.606,0.596,91,120,0.758,71,181,252,67,31,24,50,60,432,0,NA,2026-01-21
138,Bennedict Mathurin,23,IND,SF,24,24,772,134,317,0.423,53,145,0.366,81,172,0.471,0.506,106,121,0.876,19,113,132,52,16,4,57,69,427,0,NA,2026-01-21
139,Dennis Schröder,32,SAC,PG,34,12,902,145,352,0.412,47,137,0.343,98,215,0.456,0.479,86,107,0.804,17,90,107,188,27,5,64,58,423,0,NA,2026-01-21
140,Miles McBride,25,NYK,SG,32,14,906,145,330,0.439,97,225,0.431,48,105,0.457,0.586,32,37,0.865,21,61,82,87,25,6,27,58,419,0,NA,2026-01-21
141,Jordan Clarkson,33,NYK,SG,43,0,847,155,363,0.427,58,174,0.333,97,189,0.513,0.507,48,61,0.787,35,43,78,56,20,6,46,82,416,0,NA,2026-01-21
142,Neemias Queta,26,BOS,C,40,40,991,174,264,0.659,0,4,0,174,260,0.669,0.659,60,95,0.632,119,210,329,54,35,49,37,111,408,0,NA,2026-01-21
143,Coby White,25,CHI,SG,22,19,627,134,292,0.459,54,152,0.355,80,140,0.571,0.551,86,109,0.789,6,72,78,101,17,2,66,50,408,0,NA,2026-01-21
144,Bub Carrington,20,WAS,PG,42,15,1189,141,350,0.403,84,203,0.414,57,147,0.388,0.523,41,55,0.745,18,145,163,195,22,9,96,100,407,0,NA,2026-01-21
145,Anthony Davis,32,DAL,PF,20,20,626,169,334,0.506,10,37,0.27,159,297,0.535,0.521,59,81,0.728,62,159,221,56,22,33,41,42,407,0,NA,2026-01-21
146,Kyle Filipowski,22,UTA,C,43,15,966,151,327,0.462,35,114,0.307,116,213,0.545,0.515,68,96,0.708,70,196,266,89,30,20,53,122,405,0,NA,2026-01-21
